,UserID,ItemID,Ratings,Timestamp
119,870.0,1368.0,4.0,876618752.0
120,767.0,1218.0,4.0,878029607.0
121,956.0,1170.0,5.0,878716895.0
122,708.0,1614.0,4.0,881473948.0
123,824.0,1406.0,2.0,886415390.0
124,843.0,1295.0,3.0,887258512.0
125,793.0,913.0,3.0,876447224.0
126,761.0,1496.0,3.0,889549058.0
127,749.0,1556.0,5.0,886640090.0
128,731.0,777.0,4.0,891815339.0
129,822.0,1552.0,4.0,883192495.0
130,862.0,1579.0,4.0,879391728.0
131,970.0,1618.0,4.0,875428387.0
132,698.0,1455.0,2.0,879805081.0
133,966.0,1010.0,4.0,888970683.0
134,708.0,1424.0,5.0,881472085.0
135,729.0,1689.0,4.0,886216578.0
136,931.0,1525.0,3.0,882513756.0
137,958.0,1244.0,3.0,881474283.0
138,689.0,1132.0,5.0,884733495.0
139,817.0,1459.0,4.0,892691623.0
140,731.0,1289.0,1.0,891819183.0
141,712.0,1504.0,5.0,886741644.0
142,732.0,1658.0,4.0,875678554.0
143,692.0,1066.0,4.0,888105504.0
144,692.0,1534.0,3.0,888106007.0
145,943.0,869.0,1.0,884065955.0
146,793.0,1290.0,3.0,878207116.0
147,729.0,1489.0,5.0,886217334.0
148,984.0,1556.0,5.0,878089312.0
149,910.0,1097.0,5.0,891753302.0
150,791.0,1292.0,4.0,883785687.0
151,701.0,1462.0,4.0,878249022.0
152,721.0,472.0,4.0,891148161.0
153,872.0,1560.0,4.0,880336478.0
154,693.0,1527.0,5.0,879651956.0
155,833.0,1308.0,1.0,893106477.0
156,978.0,909.0,1.0,879255397.0
157,709.0,1541.0,4.0,875455658.0
158,806.0,995.0,2.0,879892177.0
159,990.0,1211.0,4.0,878260380.0
160,905.0,1572.0,3.0,879564524.0
161,990.0,1043.0,4.0,878260280.0
162,941.0,845.0,4.0,888572672.0
163,876.0,1689.0,5.0,890655815.0
164,993.0,1567.0,5.0,891721362.0
165,744.0,1008.0,5.0,882533236.0
166,915.0,1071.0,3.0,879822855.0
167,729.0,434.0,2.0,886217113.0
168,724.0,284.0,3.0,875160804.0
169,845.0,712.0,2.0,879739431.0
170,682.0,1224.0,4.0,884863334.0
171,693.0,1442.0,5.0,879651956.0
172,972.0,1693.0,5.0,882329701.0
173,764.0,971.0,5.0,890486542.0
174,962.0,1028.0,3.0,892802970.0
175,993.0,1607.0,5.0,891719212.0
176,745.0,1483.0,2.0,883584770.0
177,816.0,971.0,3.0,890278010.0
178,846.0,1525.0,5.0,879506954.0
179,689.0,1297.0,4.0,884734059.0
180,884.0,1399.0,3.0,893051902.0
181,906.0,1471.0,3.0,892091149.0
182,779.0,1192.0,4.0,875612330.0
183,905.0,1064.0,1.0,879564736.0
184,956.0,1644.0,2.0,878716771.0
185,695.0,1497.0,4.0,886692009.0
186,793.0,1192.0,4.0,878247429.0
187,870.0,1539.0,4.0,876170228.0
188,902.0,1537.0,3.0,880867223.0
189,672.0,1691.0,4.0,885414163.0
190,822.0,1482.0,3.0,883195946.0
191,707.0,1407.0,4.0,889272965.0
192,838.0,958.0,4.0,878003928.0
193,872.0,1621.0,4.0,880335862.0
194,693.0,289.0,4.0,877492228.0
195,731.0,1186.0,4.0,891817293.0
196,805.0,1514.0,3.0,889105410.0
197,673.0,1167.0,4.0,888190700.0
198,811.0,1609.0,3.0,893633854.0
199,794.0,306.0,1.0,888548151.0
200,905.0,1557.0,4.0,880940121.0
201,969.0,1018.0,2.0,881916004.0
202,906.0,1543.0,5.0,892093502.0
203,927.0,1112.0,2.0,888993924.0
204,744.0,881.0,4.0,882519222.0
205,709.0,1334.0,3.0,875236425.0
206,778.0,1547.0,4.0,878550586.0
207,793.0,1602.0,4.0,875878057.0
208,778.0,1402.0,4.0,877931423.0
209,714.0,1549.0,5.0,876174970.0
210,884.0,1438.0,3.0,877119512.0
211,993.0,1526.0,5.0,891718927.0
212,852.0,1205.0,4.0,877384905.0
213,689.0,1205.0,4.0,884734236.0
214,822.0,1445.0,4.0,883192171.0
215,819.0,1103.0,3.0,879331446.0
216,877.0,853.0,4.0,880241363.0
217,709.0,1623.0,4.0,875202969.0
218,763.0,1172.0,5.0,879744776.0
219,860.0,1399.0,3.0,879381917.0
220,710.0,1478.0,4.0,881099948.0
221,823.0,1621.0,4.0,880498928.0
222,935.0,1498.0,4.0,879586022.0
223,689.0,1519.0,4.0,884732894.0
224,875.0,904.0,3.0,893206761.0
225,923.0,1532.0,4.0,885120891.0
226,942.0,740.0,4.0,884673174.0
227,883.0,1295.0,5.0,880494344.0
228,752.0,1573.0,5.0,884903254.0
229,995.0,1277.0,4.0,876004963.0
230,746.0,1414.0,1.0,887715031.0
231,711.0,1693.0,4.0,877157798.0
232,759.0,1406.0,3.0,887618255.0
233,787.0,1010.0,3.0,879238445.0
234,901.0,1192.0,4.0,886047010.0
235,725.0,1177.0,4.0,880682201.0
236,832.0,1416.0,2.0,884656282.0
237,972.0,1320.0,4.0,882329564.0
238,856.0,1669.0,3.0,888473993.0
239,802.0,1049.0,4.0,884575594.0
240,819.0,607.0,1.0,879330561.0
241,779.0,1432.0,5.0,876871080.0
242,733.0,961.0,4.0,879341446.0
243,871.0,1397.0,3.0,883612181.0
244,699.0,1204.0,5.0,882443913.0
245,906.0,1667.0,3.0,892090089.0
246,682.0,1636.0,4.0,884863760.0
247,702.0,1223.0,4.0,884494372.0
248,710.0,1224.0,3.0,880844007.0
249,984.0,758.0,4.0,878088033.0
250,870.0,885.0,3.0,875322036.0
251,819.0,1396.0,1.0,879329756.0
252,822.0,1575.0,4.0,883192601.0
253,958.0,1194.0,3.0,881476930.0
254,680.0,1416.0,4.0,885116988.0
255,862.0,1549.0,4.0,879391559.0
256,803.0,851.0,3.0,891778294.0
257,785.0,1543.0,4.0,891803743.0
258,906.0,581.0,4.0,892091431.0
259,707.0,976.0,3.0,889275231.0
260,921.0,1454.0,5.0,891639715.0
261,721.0,208.0,4.0,888798976.0
262,811.0,1670.0,4.0,893634375.0
263,767.0,894.0,4.0,880978566.0
264,802.0,1676.0,2.0,884573555.0
265,778.0,1528.0,5.0,878551249.0
266,724.0,1399.0,4.0,877952389.0
267,930.0,1283.0,3.0,884434993.0
268,695.0,1685.0,1.0,886690966.0
269,799.0,1330.0,1.0,884482676.0
270,943.0,1291.0,4.0,884065825.0
271,987.0,1386.0,1.0,884906655.0
272,794.0,1455.0,1.0,888547942.0
273,875.0,1527.0,5.0,879822270.0
274,872.0,1557.0,5.0,880335470.0
275,908.0,937.0,3.0,886811362.0
276,935.0,1644.0,3.0,879585986.0
277,764.0,1194.0,5.0,890486323.0
278,738.0,1623.0,2.0,880162999.0
279,910.0,742.0,4.0,891751731.0
280,856.0,1609.0,2.0,888474276.0
281,937.0,859.0,1.0,876116087.0
282,677.0,1583.0,3.0,879107525.0
283,803.0,1524.0,5.0,891777968.0
284,723.0,1427.0,5.0,879912315.0
285,824.0,1412.0,3.0,886415149.0
286,962.0,862.0,2.0,892801850.0
287,901.0,1154.0,4.0,886047523.0
288,674.0,1514.0,4.0,880245313.0
289,941.0,1037.0,4.0,888573098.0
290,941.0,998.0,5.0,888573633.0
291,974.0,1685.0,4.0,891754539.0
292,993.0,1518.0,4.0,891719135.0
293,888.0,1346.0,3.0,891672201.0
294,891.0,1546.0,2.0,880946291.0
295,879.0,1295.0,2.0,891758749.0
296,707.0,1533.0,3.0,889275872.0
297,703.0,1502.0,3.0,875607093.0
298,724.0,1689.0,5.0,875155667.0
299,778.0,1490.0,4.0,878552508.0
300,713.0,1608.0,4.0,875703066.0
301,938.0,1257.0,3.0,879743250.0
302,894.0,997.0,4.0,881818209.0
303,724.0,482.0,4.0,875160210.0
304,770.0,1490.0,5.0,880853145.0
305,754.0,1516.0,4.0,885290118.0
306,978.0,1189.0,4.0,879256153.0
307,835.0,1442.0,5.0,879893842.0
308,839.0,1526.0,2.0,891538970.0
309,891.0,1611.0,4.0,880941433.0
310,695.0,1613.0,1.0,886691323.0
311,805.0,1519.0,5.0,876139610.0
312,993.0,1507.0,5.0,892503516.0
313,674.0,1220.0,4.0,880243861.0
314,923.0,1575.0,3.0,885101184.0
315,915.0,1642.0,4.0,880197859.0
316,814.0,1112.0,4.0,879392705.0
317,744.0,1420.0,5.0,882519337.0
318,916.0,1171.0,5.0,883821278.0
319,926.0,1412.0,3.0,888701450.0
320,898.0,1268.0,3.0,884116588.0
321,806.0,930.0,4.0,879893512.0
322,733.0,1586.0,5.0,879339684.0
323,999.0,1608.0,3.0,877260595.0
324,984.0,1196.0,5.0,878086338.0
325,789.0,1400.0,2.0,879829565.0
326,910.0,1669.0,4.0,891752843.0
327,766.0,1043.0,4.0,892448010.0
328,940.0,680.0,4.0,883695188.0
329,908.0,753.0,4.0,876023099.0
330,842.0,1699.0,4.0,880500613.0
331,913.0,700.0,3.0,880245343.0
332,724.0,1596.0,1.0,875204852.0
333,999.0,1472.0,5.0,878911711.0
334,958.0,1557.0,4.0,881476399.0
335,957.0,1674.0,5.0,884323071.0
336,701.0,378.0,3.0,878246171.0
337,870.0,1500.0,5.0,875585562.0
338,693.0,1629.0,5.0,879651339.0
339,853.0,1361.0,5.0,885962374.0
340,689.0,1471.0,5.0,884734060.0
341,704.0,1414.0,5.0,884564379.0
342,783.0,1618.0,5.0,889438012.0
343,920.0,814.0,4.0,883973408.0
344,686.0,1691.0,4.0,878254545.0
345,936.0,1173.0,4.0,879733760.0
346,751.0,1621.0,5.0,879940947.0
347,979.0,1402.0,5.0,875319552.0
348,932.0,1582.0,2.0,877342418.0
349,785.0,1549.0,5.0,891803931.0
350,695.0,1462.0,3.0,886691787.0
351,692.0,1283.0,3.0,888108424.0
352,898.0,1582.0,3.0,889169635.0
353,811.0,1580.0,1.0,893633124.0
354,888.0,950.0,4.0,885360614.0
355,870.0,1078.0,3.0,876170343.0
356,812.0,1226.0,4.0,875440844.0
357,944.0,1115.0,3.0,893279536.0
358,944.0,1470.0,5.0,893044509.0
359,980.0,1689.0,2.0,880037571.0
360,980.0,1524.0,2.0,880037322.0
361,778.0,1675.0,3.0,877931607.0
362,951.0,1552.0,1.0,888436365.0
363,693.0,1269.0,4.0,877491503.0
364,856.0,1387.0,5.0,888471577.0
365,977.0,1296.0,4.0,875156030.0
366,856.0,739.0,3.0,888474276.0
367,840.0,1697.0,3.0,877138294.0
368,978.0,1473.0,4.0,879256237.0
369,921.0,1192.0,3.0,891639846.0
370,982.0,1053.0,4.0,880497765.0
371,849.0,1219.0,3.0,879892839.0
372,688.0,1220.0,5.0,892066394.0
373,744.0,1671.0,4.0,882532814.0
374,842.0,1132.0,4.0,880502702.0
375,689.0,1559.0,4.0,884734357.0
376,697.0,1521.0,5.0,879834661.0
377,975.0,1222.0,5.0,886220441.0
378,805.0,1293.0,2.0,878203472.0
379,848.0,1553.0,3.0,880517215.0
380,855.0,699.0,4.0,875639777.0
381,849.0,1440.0,1.0,879892168.0
382,806.0,1124.0,2.0,879896738.0
383,729.0,1076.0,2.0,886217728.0
384,838.0,1579.0,4.0,878004170.0
385,687.0,1635.0,2.0,891385132.0
386,994.0,1168.0,3.0,883968236.0
387,978.0,1267.0,3.0,879254649.0
388,987.0,785.0,5.0,892383193.0
389,673.0,1239.0,3.0,888114835.0
390,800.0,1298.0,4.0,884497199.0
391,729.0,1678.0,5.0,886216688.0
392,731.0,1222.0,4.0,891817150.0
393,685.0,1269.0,2.0,880189470.0
394,822.0,1579.0,5.0,883192461.0
395,790.0,1198.0,3.0,891404135.0
396,924.0,1565.0,5.0,875396962.0
397,682.0,1052.0,5.0,884863704.0
398,721.0,409.0,4.0,875665878.0
399,925.0,1579.0,4.0,884418620.0
400,910.0,1082.0,5.0,891753505.0
401,956.0,1526.0,5.0,878715832.0
402,707.0,971.0,2.0,889275315.0
403,783.0,1505.0,5.0,889437879.0
404,776.0,992.0,2.0,888472323.0
405,754.0,1579.0,4.0,885290797.0
406,716.0,794.0,3.0,885697006.0
407,699.0,1528.0,5.0,882444573.0
408,756.0,1669.0,4.0,880971654.0
409,905.0,1305.0,3.0,889325098.0
410,697.0,1370.0,3.0,879920235.0
411,802.0,1060.0,3.0,884576821.0
412,744.0,898.0,3.0,882533125.0
413,954.0,1010.0,5.0,883979444.0
414,695.0,1491.0,5.0,886691136.0
415,917.0,1336.0,1.0,886902671.0
416,776.0,492.0,1.0,888472724.0
417,705.0,1633.0,4.0,879887212.0
418,884.0,1452.0,3.0,876820662.0
419,799.0,1663.0,2.0,884482805.0
420,845.0,952.0,2.0,879739431.0
421,682.0,1192.0,4.0,884863146.0
422,726.0,1412.0,4.0,879312549.0
423,737.0,1367.0,2.0,891665012.0
424,855.0,1528.0,5.0,882549802.0
425,812.0,1509.0,3.0,875441298.0
426,881.0,1387.0,5.0,886544305.0
427,730.0,1394.0,5.0,877321914.0
428,738.0,1609.0,3.0,880160883.0
429,869.0,855.0,4.0,884049521.0
430,750.0,1440.0,4.0,878457314.0
431,967.0,1393.0,3.0,892332318.0
432,963.0,1517.0,4.0,881298212.0
433,994.0,1489.0,5.0,883969325.0
434,915.0,1183.0,5.0,879823408.0
435,692.0,1536.0,4.0,888106834.0
436,958.0,954.0,3.0,881476449.0
437,898.0,675.0,2.0,883646370.0
438,689.0,1630.0,4.0,884733169.0
439,819.0,378.0,1.0,879330256.0
440,983.0,1192.0,3.0,885640949.0
441,826.0,1304.0,1.0,886883274.0
442,875.0,1550.0,1.0,879823062.0
443,819.0,336.0,1.0,879330634.0
444,765.0,1189.0,5.0,890023332.0
445,999.0,1434.0,1.0,885713898.0
446,705.0,973.0,5.0,879885852.0
447,944.0,1506.0,5.0,893045078.0
448,917.0,665.0,4.0,880677129.0
449,900.0,1345.0,4.0,891743483.0
450,894.0,872.0,2.0,884245042.0
451,730.0,1373.0,5.0,877322070.0
452,819.0,1020.0,1.0,879329879.0
453,885.0,1472.0,4.0,881539658.0
454,714.0,929.0,2.0,877903289.0
455,766.0,1549.0,3.0,892702651.0
456,984.0,1608.0,4.0,878090075.0
457,870.0,1290.0,5.0,876170275.0
458,729.0,1579.0,2.0,886216302.0
459,680.0,543.0,4.0,885119506.0
460,811.0,1238.0,5.0,893633911.0
461,687.0,1669.0,4.0,891383656.0
462,951.0,1462.0,4.0,888436932.0
463,940.0,1621.0,4.0,883694790.0
464,987.0,1474.0,4.0,882765821.0
465,999.0,1579.0,4.0,875439993.0
466,850.0,1454.0,5.0,879114889.0
467,987.0,1152.0,3.0,882766913.0
468,821.0,949.0,1.0,892519735.0
469,778.0,1274.0,1.0,878549521.0
470,993.0,1086.0,5.0,891720659.0
471,843.0,568.0,3.0,887259302.0
472,807.0,1332.0,1.0,889496030.0
473,870.0,707.0,5.0,875321835.0
474,834.0,1378.0,5.0,886765893.0
475,938.0,1696.0,4.0,879742810.0
476,747.0,1517.0,5.0,891996511.0
477,739.0,1583.0,4.0,890824144.0
478,731.0,680.0,4.0,891817741.0
479,731.0,1564.0,4.0,891817245.0
480,678.0,1503.0,5.0,887682153.0
481,993.0,1053.0,5.0,891720659.0
482,888.0,952.0,3.0,885360821.0
483,830.0,1455.0,5.0,884471928.0
484,729.0,877.0,3.0,886216407.0
485,706.0,1412.0,5.0,878186899.0
486,849.0,1178.0,5.0,879892613.0
487,689.0,1487.0,4.0,884733245.0
488,974.0,1443.0,3.0,891739766.0
489,709.0,1073.0,4.0,875455161.0
490,974.0,1693.0,3.0,891718996.0
491,779.0,1232.0,3.0,875614994.0
492,682.0,1496.0,5.0,884864388.0
493,913.0,704.0,3.0,880245018.0
494,721.0,1612.0,1.0,882514724.0
495,721.0,1138.0,3.0,890819603.0
496,793.0,1686.0,4.0,875873046.0
497,721.0,1537.0,5.0,875681481.0
498,770.0,1462.0,1.0,880852948.0
499,906.0,1465.0,4.0,892091150.0
500,707.0,769.0,1.0,889273422.0
501,879.0,1614.0,5.0,891756456.0
502,802.0,1520.0,3.0,884575468.0
503,708.0,1047.0,4.0,881473612.0
504,908.0,919.0,3.0,876275819.0
505,709.0,1128.0,3.0,875203114.0
506,952.0,1010.0,4.0,879802381.0
507,898.0,1436.0,2.0,883645815.0
508,999.0,1586.0,5.0,875440343.0
509,820.0,1621.0,3.0,877810207.0
510,745.0,821.0,3.0,883583830.0
511,750.0,1698.0,4.0,878458584.0
512,881.0,984.0,5.0,875150360.0
513,899.0,1418.0,3.0,877504053.0
514,756.0,1480.0,2.0,880973434.0
515,933.0,1699.0,3.0,875747615.0
516,709.0,1601.0,4.0,875455057.0
517,941.0,1462.0,5.0,888572723.0
518,689.0,1627.0,4.0,884734357.0
519,823.0,781.0,4.0,880498906.0
520,999.0,1568.0,4.0,878911059.0
521,856.0,922.0,4.0,888474214.0
522,999.0,1626.0,1.0,890119906.0
523,732.0,1632.0,4.0,876112343.0
524,768.0,995.0,5.0,888918008.0
525,951.0,942.0,1.0,888435766.0
526,898.0,1387.0,3.0,887416354.0
527,721.0,607.0,4.0,875666500.0
528,721.0,207.0,1.0,888833238.0
529,978.0,1527.0,5.0,879254538.0
530,878.0,985.0,5.0,879638911.0
531,855.0,1385.0,5.0,884208967.0
532,881.0,599.0,5.0,875149949.0
533,739.0,1441.0,4.0,890823013.0
534,999.0,1566.0,4.0,875441237.0
535,906.0,1655.0,5.0,886376934.0
536,670.0,1689.0,4.0,876914731.0
537,709.0,959.0,5.0,875202651.0
538,994.0,1520.0,4.0,883969481.0
539,812.0,1612.0,4.0,875443470.0
540,701.0,779.0,3.0,889870257.0
541,747.0,1497.0,4.0,891996821.0
542,785.0,1506.0,4.0,891804320.0
543,709.0,1427.0,3.0,875201875.0
544,697.0,833.0,3.0,879852543.0
545,994.0,1223.0,1.0,883967679.0
546,693.0,590.0,4.0,877490378.0
547,870.0,824.0,4.0,875321461.0
548,905.0,1217.0,3.0,879566867.0
549,926.0,1374.0,4.0,888701499.0
550,987.0,1395.0,4.0,881882981.0
551,996.0,1440.0,4.0,892372445.0
552,739.0,1406.0,4.0,890822387.0
553,841.0,1441.0,4.0,893624139.0
554,863.0,1645.0,5.0,881801859.0
555,826.0,1001.0,5.0,886882390.0
556,714.0,1542.0,3.0,877901642.0
557,913.0,517.0,3.0,880244165.0
558,730.0,1470.0,3.0,877324038.0
559,909.0,1528.0,4.0,891807378.0
560,704.0,1428.0,5.0,884566942.0
561,875.0,1217.0,4.0,879822798.0
562,938.0,582.0,3.0,879743707.0
563,672.0,1500.0,4.0,885414590.0
564,704.0,1190.0,5.0,884565434.0
565,766.0,1200.0,3.0,892447060.0
566,763.0,1600.0,5.0,879744551.0
567,850.0,1687.0,4.0,879115059.0
568,699.0,1090.0,3.0,882445346.0
569,849.0,1675.0,4.0,879896666.0
570,729.0,1692.0,4.0,886216940.0
571,913.0,1397.0,3.0,880243641.0
572,707.0,480.0,2.0,889275722.0
573,887.0,1406.0,4.0,876303447.0
574,689.0,1182.0,3.0,884733621.0
575,819.0,1577.0,2.0,879331446.0
576,672.0,795.0,3.0,889010169.0
577,890.0,1399.0,2.0,887355675.0
578,712.0,958.0,3.0,887261233.0
579,889.0,813.0,3.0,892047862.0
580,806.0,1504.0,3.0,879892177.0
581,761.0,1095.0,4.0,889548616.0
582,891.0,1695.0,3.0,880948807.0
583,709.0,876.0,4.0,875202132.0
584,984.0,1532.0,4.0,878089312.0
585,986.0,1343.0,2.0,891249464.0
586,978.0,1013.0,1.0,879255646.0
587,793.0,954.0,4.0,878246512.0
588,688.0,401.0,4.0,892067002.0
589,732.0,1450.0,4.0,876110700.0
590,932.0,1289.0,1.0,877342766.0
591,805.0,813.0,4.0,887150659.0
592,729.0,1650.0,5.0,886216810.0
593,926.0,1691.0,4.0,888701628.0
594,692.0,898.0,3.0,888106887.0
595,856.0,1634.0,4.0,888474248.0
596,805.0,1686.0,4.0,891353560.0
597,982.0,1501.0,3.0,880497939.0
598,987.0,782.0,3.0,892892260.0
599,826.0,1659.0,1.0,886883233.0
600,891.0,1541.0,4.0,880946291.0
601,773.0,1407.0,5.0,879403557.0
602,767.0,1343.0,5.0,878029723.0
603,736.0,1225.0,5.0,886490876.0
604,795.0,1022.0,1.0,888652788.0
605,725.0,634.0,3.0,880681849.0
606,944.0,1632.0,3.0,893279083.0
607,922.0,540.0,5.0,880002304.0
608,870.0,1018.0,4.0,881444229.0
609,873.0,1320.0,5.0,884733120.0
610,870.0,1132.0,5.0,876619863.0
611,942.0,600.0,2.0,884673149.0
612,951.0,1227.0,3.0,888435334.0
613,987.0,1427.0,3.0,882765672.0
614,797.0,1364.0,3.0,880801644.0
615,670.0,1564.0,5.0,876914548.0
616,891.0,1505.0,5.0,880946208.0
617,814.0,1294.0,1.0,879391442.0
618,707.0,1552.0,1.0,889275185.0
619,720.0,672.0,5.0,892070446.0
620,857.0,1369.0,5.0,888775792.0
621,817.0,1604.0,3.0,891831787.0
622,940.0,1001.0,4.0,883695709.0
623,822.0,1569.0,4.0,883196117.0
624,703.0,1484.0,4.0,875777593.0
625,941.0,583.0,4.0,888571483.0
626,724.0,1271.0,5.0,875159142.0
627,821.0,1442.0,5.0,892519440.0
628,913.0,1314.0,2.0,880245176.0
629,802.0,531.0,4.0,884577004.0
630,881.0,1646.0,4.0,886544984.0
631,703.0,1680.0,4.0,875322933.0
632,999.0,1602.0,4.0,875440574.0
633,732.0,1495.0,5.0,875678029.0
634,721.0,1526.0,4.0,875674806.0
635,936.0,1513.0,5.0,890105565.0
636,881.0,438.0,3.0,890995422.0
637,925.0,683.0,5.0,884418672.0
638,973.0,958.0,3.0,891911299.0
639,693.0,1679.0,4.0,876801271.0
640,963.0,1015.0,3.0,881283698.0
641,918.0,1685.0,3.0,876679535.0
642,756.0,1462.0,5.0,880974288.0
643,729.0,1426.0,3.0,886216184.0
644,826.0,686.0,3.0,891032594.0
645,790.0,1565.0,5.0,888104522.0
646,738.0,1442.0,4.0,880329452.0
647,680.0,1632.0,5.0,885117497.0
648,915.0,1040.0,4.0,880197788.0
649,689.0,1352.0,4.0,884732278.0
650,918.0,1492.0,3.0,879137985.0
651,999.0,1514.0,4.0,875441298.0
652,855.0,1332.0,3.0,888766662.0
653,724.0,1299.0,3.0,875160264.0
654,977.0,1487.0,3.0,875153845.0
655,936.0,1185.0,5.0,890105648.0
656,937.0,1463.0,3.0,876115512.0
657,707.0,1473.0,2.0,889275160.0
658,678.0,1668.0,5.0,887682587.0
659,926.0,1415.0,3.0,888701598.0
660,703.0,1498.0,3.0,875606808.0
661,918.0,1484.0,4.0,879138119.0
662,720.0,1555.0,3.0,892070368.0
663,800.0,1473.0,5.0,884497176.0
664,710.0,1679.0,3.0,880843865.0
665,957.0,880.0,2.0,884397912.0
666,905.0,1127.0,1.0,889322978.0
667,819.0,1680.0,1.0,879331089.0
668,822.0,774.0,4.0,883192841.0
669,919.0,1224.0,2.0,876902294.0
